867	50.0
868	50.0
869	50.0
870	50.0
871	50.0
872	50.0
873	50.0
874	50.0
875	50.0
876	50.0
877	50.0
878	50.0
879	50.0
880	50.0
881	50.0
882	50.0
883	50.0
884	50.0
885	50.0
886	50.0
887	50.0
888	50.0
889	50.0
890	50.0
891	50.0
892	50.0
893	50.0
894	50.0
895	50.0
896	50.0
897	50.0
898	50.0
899	50.0
900	50.0
901	50.0
902	50.0
903	50.0
904	50.0
905	50.0
906	50.0
907	50.0
908	50.0
909	50.0
910	50.0
911	50.0
912	50.0
913	50.0
914	50.0
915	50.0
916	50.0
917	50.0
918	50.0
919	50.0
920	50.0
921	50.0
922	50.0
923	50.0
924	50.0
925	50.0
926	50.0
927	50.0
928	50.0
929	50.0
930	50.0
931	50.0
932	50.0
933	50.0
934	50.0
935	50.0
936	50.0
937	50.0
938	50.0
939	50.0
940	50.0
941	50.0
942	50.0
943	50.0
944	50.0
945	50.0
946	50.0
947	50.0
948	50.0
949	50.0
950	50.0
951	50.0
952	50.0
953	50.0
954	50.0
955	50.0
956	50.0
957	50.0
958	50.0
959	50.0
960	50.0
961	50.0
962	50.0
963	50.0
964	50.0
965	50.0
966	50.0
967	50.0
968	50.0
969	50.0
970	50.0
971	50.0
972	50.0
973	50.0
974	50.0
975	50.0
976	50.0
977	50.0
978	50.0
979	50.0
980	50.0
981	50.0
982	50.0
983	50.0
984	50.0
985	50.0
986	50.0
987	50.0
988	50.0
989	50.0
990	50.0
991	50.0
992	50.0
993	50.0
994	50.0
995	50.0
996	50.0
997	50.0
998	50.0
999	50.0
1000	50.0
1001	50.0
1002	50.0
1003	50.0
1004	50.0
1005	50.0
1006	50.0
1007	50.0
1008	50.0
1009	50.0
1010	50.0
1011	50.0
1012	50.0
1013	50.0
1014	50.0
1015	50.0
1016	50.0
1017	50.0
1018	50.0
1019	50.0
1020	50.0
1021	50.0
1022	50.0
1023	50.0
1024	50.0
1025	50.0
1026	50.0
1027	50.0
1028	50.0
1029	50.0
1030	50.0
1031	50.0
1032	50.0
1033	50.0
1034	50.0
1035	50.0
1036	50.0
1037	50.0
1038	50.0
1039	50.0
1040	50.0
1041	50.0
1042	50.0
1043	50.0
1044	50.0
1045	50.0
1046	50.0
1047	50.0
1048	50.0
1049	50.0
1050	50.0
1051	50.0
1052	50.0
1053	50.0
1054	50.0
1055	50.0
1056	50.0
1057	50.0
1058	50.0
1059	50.0
1060	50.0
1061	50.0
1062	50.0
1063	50.0
1064	50.0
1065	50.0
1066	50.0
1067	50.0
1068	50.0
1069	50.0
1070	50.0
1071	50.0
1072	50.0
1073	50.0
1074	50.0
1075	50.0
1076	50.0
1077	50.0
1078	50.0
1079	50.0
1080	50.0
1081	50.0
1082	50.0
1083	50.0
1084	50.0
1085	50.0
1086	50.0
1087	50.0
1088	50.0
1089	50.0
1090	50.0
1091	50.0
1092	50.0
1093	50.0
1094	50.0
1095	50.0
1096	50.0
1097	50.0
1098	50.0
1099	50.0
1100	50.0
1101	50.0
1102	50.0
1103	50.0
1104	50.0
1105	50.0
1106	50.0
1107	50.0
1108	50.0
1109	50.0
1110	50.0
1111	50.0
1112	50.0
1113	50.0
1114	50.0
1115	50.0
1116	50.0
1117	50.0
1118	50.0
1119	50.0
1120	50.0
1121	50.0
1122	50.0
1123	50.0
1124	50.0
1125	50.0
1126	50.0
1127	50.0
1128	50.0
1129	50.0
1130	50.0
1131	50.0
1132	50.0
1133	50.0
1134	50.0
1135	50.0
1136	50.0
1137	50.0
1138	50.0
1139	50.0
1140	50.0
1141	50.0
1142	50.0
1143	50.0
1144	50.0
1145	50.0
1146	50.0
1147	50.0
1148	50.0
1149	50.0
1150	50.0
1151	50.0
1152	50.0
1153	50.0
1154	50.0
1155	50.0
1156	50.0
1157	50.0
1158	50.0
1159	50.0
1160	50.0
1161	50.0
1162	50.0
1163	50.0
1164	50.0
1165	50.0
1166	50.0
1167	50.0
1168	50.0
1169	50.0
1170	50.0
1171	50.0
1172	50.0
1173	50.0
1174	50.0
1175	50.0
1176	50.0
1177	50.0
1178	50.0
1179	50.0
1180	50.0
1181	50.0
1182	50.0
1183	50.0
1184	50.0
1185	50.0
1186	50.0
1187	50.0
1188	50.0
1189	50.0
1190	50.0
1191	50.0
1192	50.0
1193	50.0
1194	50.0
1195	50.0
1196	50.0
1197	50.0
1198	50.0
1199	50.0
1200	50.0
1201	50.0
1202	50.0
1203	50.0
1204	50.0
1205	50.0
1206	50.0
1207	50.0
1208	50.0
1209	50.0
1210	50.0
1211	50.0
1212	50.0
1213	50.0
1214	50.0
1215	50.0
1216	50.0
1217	50.0
1218	50.0
1219	50.0
1220	50.0
1221	50.0
1222	50.0
1223	50.0
1224	50.0
1225	50.0
1226	50.0
1227	50.0
1228	50.0
1229	50.0
1230	50.0
1231	50.0
1232	50.0
1233	50.0
1234	50.0
1235	50.0
1236	50.0
1237	50.0
1238	50.0
1239	50.0
1240	50.0
1241	50.0
1242	50.0
1243	50.0
1244	50.0
1245	50.0
1246	50.0
1247	50.0
1248	50.0
1249	50.0
1250	50.0
1251	50.0
1252	50.0
1253	50.0
1254	50.0
1255	50.0
1256	50.0
1257	50.0
1258	50.0
1259	50.0
1260	50.0
1261	50.0
1262	50.0
1263	50.0
1264	50.0
1265	50.0
1266	50.0
1267	50.0
1268	50.0
1269	50.0
1270	50.0
1271	50.0
1272	50.0
1273	50.0
1274	50.0
1275	50.0
1276	50.0
1277	50.0
1278	50.0
1279	50.0
1280	50.0
1281	50.0
1282	50.0
1283	50.0
1284	50.0
1285	50.0
1286	50.0
1287	50.0
1288	50.0
1289	50.0
1290	50.0
1291	50.0
1292	50.0
1293	50.0
1294	50.0
1295	50.0
1296	50.0
1297	50.0
1298	50.0
1299	50.0
1300	50.0
1301	50.0
1302	50.0
1303	50.0
1304	50.0
1305	50.0
1306	50.0
1307	50.0
1308	50.0
1309	50.0
1310	50.0
1311	50.0
1312	50.0
1313	50.0
1314	50.0
1315	50.0
1316	50.0
1317	50.0
1318	50.0
1319	50.0
1320	50.0
1321	50.0
1322	50.0
1323	50.0
1324	50.0
1325	50.0
1326	50.0
1327	50.0
1328	50.0
1329	50.0
1330	50.0
1331	50.0
1332	50.0
1333	50.0
1334	50.0
1335	50.0
1336	50.0
1337	50.0
1338	50.0
1339	50.0
1340	50.0
1341	50.0
1342	50.0
1343	50.0
1344	50.0
1345	50.0
1346	50.0
1347	50.0
1348	50.0
1349	50.0
1350	50.0
1351	50.0
1352	50.0
1353	50.0
1354	50.0
1355	50.0
1356	50.0
1357	50.0
1358	50.0
1359	50.0
1360	50.0
1361	50.0
1362	50.0
1363	50.0
1364	50.0
1365	50.0
1366	50.0
1367	50.0
1368	50.0
1369	50.0
1370	50.0
1371	50.0
1372	50.0
1373	50.0
1374	50.0
1375	50.0
1376	50.0
1377	50.0
1378	50.0
1379	50.0
1380	50.0
1381	50.0
1382	50.0
1383	50.0
1384	50.0
1385	50.0
1386	50.0
1387	50.0
1388	50.0
1389	50.0
1390	50.0
1391	50.0
1392	50.0
1393	50.0
1394	50.0
1395	50.0
1396	50.0
1397	50.0
1398	50.0
1399	50.0
1400	50.0
1401	50.0
1402	50.0
1403	50.0
1404	50.0
1405	50.0
1406	50.0
1407	50.0
1408	50.0
1409	50.0
1410	50.0
1411	50.0
1412	50.0
1413	50.0
1414	50.0
1415	50.0
1416	50.0
1417	50.0
1418	50.0
1419	50.0
1420	50.0
1421	50.0
1422	50.0
1423	50.0
1424	50.0
1425	50.0
1426	50.0
1427	50.0
1428	50.0
1429	50.0
1430	50.0
1431	50.0
1432	50.0
1433	50.0
1434	50.0
1435	50.0
1436	50.0
1437	50.0
1438	50.0
1439	50.0
1440	50.0
1441	50.0
1442	50.0
1443	50.0
1444	50.0
1445	50.0
1446	50.0
1447	50.0
1448	50.0
1449	50.0
1450	50.0
1451	50.0
1452	50.0
1453	50.0
1454	50.0
1455	50.0
1456	50.0
1457	50.0
1458	50.0
1459	50.0
1460	50.0
1461	50.0
1462	50.0
1463	50.0
1464	50.0
1465	50.0
1466	50.0
1467	50.0
1468	50.0
1469	50.0
1470	50.0
1471	50.0
1472	50.0
1473	50.0
1474	50.0
1475	50.0
1476	50.0
1477	50.0
1478	50.0
1479	50.0
1480	50.0
1481	50.0
1482	50.0
1483	50.0
1484	50.0
1485	50.0
1486	50.0
1487	50.0
1488	50.0
1489	50.0
1490	50.0
1491	50.0
1492	50.0
1493	50.0
1494	50.0
1495	50.0
1496	50.0
1497	50.0
1498	50.0
1499	50.0
1500	50.0
1501	50.0
1502	50.0
1503	50.0
1504	50.0
1505	50.0
1506	50.0
1507	50.0
1508	50.0
1509	50.0
1510	50.0
1511	50.0
1512	50.0
1513	50.0
1514	50.0
1515	50.0
1516	50.0
1517	50.0
1518	50.0
1519	50.0
1520	50.0
1521	50.0
1522	50.0
1523	50.0
1524	50.0
1525	50.0
1526	50.0
1527	50.0
1528	50.0
1529	50.0
1530	50.0
1531	50.0
1532	50.0
1533	50.0
1534	50.0
1535	50.0
1536	50.0
1537	50.0
1538	50.0
1539	50.0
1540	50.0
1541	50.0
1542	50.0
1543	50.0
1544	50.0
1545	50.0
1546	50.0
1547	50.0
1548	50.0
1549	50.0
1550	50.0
1551	50.0
1552	50.0
1553	50.0
1554	50.0
1555	50.0
1556	50.0
1557	50.0
1558	50.0
1559	50.0
1560	50.0
1561	50.0
1562	50.0
1563	50.0
1564	50.0
1565	50.0
1566	50.0
1567	50.0
1568	50.0
1569	50.0
1570	50.0
1571	50.0
1572	50.0
1573	50.0
1574	50.0
1575	50.0
1576	50.0
1577	50.0
1578	50.0
1579	50.0
1580	50.0
1581	50.0
1582	50.0
1583	50.0
1584	50.0
1585	50.0
1586	50.0
1587	50.0
1588	50.0
1589	50.0
1590	50.0
1591	50.0
1592	50.0
1593	50.0
1594	50.0
1595	50.0
1596	50.0
1597	50.0
1598	50.0
1599	50.0
1600	50.0
1601	50.0
1602	50.0
1603	50.0
1604	50.0
1605	50.0
1606	50.0
1607	50.0
1608	50.0
1609	50.0
1610	50.0
1611	50.0
1612	50.0
1613	50.0
1614	50.0
1615	50.0
1616	50.0
1617	50.0
1618	50.0
1619	50.0
1620	50.0
1621	50.0
1622	50.0
1623	50.0
1624	50.0
1625	50.0
1626	50.0
1627	50.0
1628	50.0
1629	50.0
1630	50.0
1631	50.0
1632	50.0
1633	50.0
1634	50.0
1635	50.0
1636	50.0
1637	50.0
1638	50.0
1639	50.0
1640	50.0
1641	50.0
1642	50.0
1643	50.0
1644	50.0
1645	50.0
1646	50.0
1647	50.0
1648	50.0
1649	50.0
1650	50.0
1651	50.0
1652	50.0
1653	50.0
1654	50.0
1655	50.0
1656	50.0
1657	50.0
1658	50.0
1659	50.0
1660	50.0
1661	50.0
1662	50.0
1663	50.0
1664	50.0
1665	50.0
1666	50.0
1667	50.0
1668	50.0
1669	50.0
1670	50.0
1671	50.0
1672	50.0
1673	50.0
1674	50.0
1675	50.0
1676	50.0
1677	50.0
1678	50.0
1679	50.0
1680	50.0
1681	50.0
1682	50.0
1683	50.0
1684	50.0
1685	50.0
1686	50.0
1687	50.0
1688	50.0
1689	50.0
1690	50.0
1691	50.0
1692	50.0
1693	50.0
1694	50.0
1695	50.0
1696	50.0
1697	50.0
1698	50.0
1699	50.0
1700	50.0
1701	50.0
1702	50.0
1703	50.0
1704	50.0
1705	50.0
1706	50.0
1707	50.0
1708	50.0
1709	50.0
1710	50.0
1711	50.0
1712	50.0
1713	50.0
1714	50.0
1715	50.0
1716	50.0
1717	50.0
1718	50.0
1719	50.0
1720	50.0
1721	50.0
1722	50.0
1723	50.0
1724	50.0
1725	50.0
1726	50.0
1727	50.0
1728	50.0
1729	50.0
1730	50.0
1731	50.0
1732	50.0
1733	50.0
1734	50.0
1735	50.0
1736	50.0
1737	50.0
1738	50.0
1739	50.0
1740	50.0
1741	50.0
1742	50.0
1743	50.0
1744	50.0
1745	50.0
1746	50.0
1747	50.0
1748	50.0
1749	50.0
1750	50.0
1751	50.0
1752	50.0
1753	50.0
1754	50.0
1755	50.0
1756	50.0
1757	50.0
1758	50.0
1759	50.0
1760	50.0
1761	50.0
1762	50.0
1763	50.0
1764	50.0
1765	50.0
1766	50.0
1767	50.0
1768	50.0
1769	50.0
1770	50.0
1771	50.0
1772	50.0
1773	50.0
1774	50.0
1775	50.0
1776	50.0
1777	50.0
1778	50.0
1779	50.0
1780	50.0
1781	50.0
1782	50.0
1783	50.0
1784	50.0
1785	50.0
1786	50.0
1787	50.0
1788	50.0
1789	50.0
1790	50.0
1791	50.0
1792	50.0
1793	50.0
1794	50.0
1795	50.0
1796	50.0
1797	50.0
1798	50.0
1799	50.0
1800	50.0
1801	50.0
1802	50.0
1803	50.0
1804	50.0
1805	50.0
1806	50.0
1807	50.0
1808	50.0
1809	50.0
1810	50.0
1811	50.0
1812	50.0
1813	50.0
1814	50.0
1815	50.0
1816	50.0
1817	50.0
1818	50.0
1819	50.0
1820	50.0
1821	50.0
1822	50.0
1823	50.0
1824	50.0
1825	50.0
1826	50.0
1827	50.0
1828	50.0
1829	50.0
1830	50.0
1831	50.0
1832	50.0
1833	50.0
1834	50.0
1835	50.0
1836	50.0
1837	50.0
1838	50.0
1839	50.0
1840	50.0
1841	50.0
1842	50.0
1843	50.0
1844	50.0
1845	50.0
1846	50.0
1847	50.0
1848	50.0
1849	50.0
1850	50.0
1851	50.0
1852	50.0
1853	50.0
1854	50.0
1855	50.0
1856	50.0
1857	50.0
1858	50.0
1859	50.0
1860	50.0
1861	50.0
1862	50.0
1863	50.0
1864	50.0
1865	50.0
1866	50.0
1867	50.0
1868	50.0
1869	50.0
1870	50.0
1871	50.0
1872	50.0
1873	50.0
1874	50.0
1875	50.0
1876	50.0
1877	50.0
1878	50.0
1879	50.0
1880	50.0
1881	50.0
1882	50.0
1883	50.0
1884	50.0
1885	50.0
1886	50.0
1887	50.0
1888	50.0
1889	50.0
1890	50.0
1891	50.0
1892	50.0
1893	50.0
1894	50.0
1895	50.0
1896	50.0
1897	50.0
1898	50.0
1899	50.0
1900	50.0
1901	50.0
1902	50.0
1903	50.0
1904	50.0
1905	50.0
1906	50.0
1907	50.0
1908	50.0
1909	50.0
1910	50.0
1911	50.0
1912	50.0
1913	50.0
1914	50.0
1915	50.0
1916	50.0
1917	50.0
1918	50.0
1919	50.0
1920	50.0
1921	50.0
1922	50.0
1923	50.0
1924	50.0
1925	50.0
1926	50.0
1927	50.0
1928	50.0
1929	50.0
1930	50.0
1931	50.0
1932	50.0
1933	50.0
1934	50.0
1935	50.0
1936	50.0
1937	50.0
1938	50.0
1939	50.0
1940	50.0
1941	50.0
1942	50.0
1943	50.0
1944	50.0
1945	50.0
1946	50.0
1947	50.0
1948	50.0
1949	50.0
1950	50.0
1951	50.0
1952	50.0
1953	50.0
1954	50.0
1955	50.0
1956	50.0
1957	50.0
1958	50.0
1959	50.0
1960	50.0
1961	50.0
1962	50.0
1963	50.0
1964	50.0
1965	50.0
1966	50.0
1967	50.0
1968	50.0
1969	50.0
1970	50.0
1971	50.0
1972	50.0
1973	50.0
1974	50.0
1975	50.0
1976	50.0
1977	50.0
1978	50.0
1979	50.0
1980	50.0
1981	50.0
1982	50.0
1983	50.0
1984	50.0
1985	50.0
1986	50.0
1987	50.0
1988	50.0
1989	50.0
1990	50.0
1991	50.0
1992	50.0
1993	50.0
1994	50.0
1995	50.0
1996	50.0
1997	50.0
1998	50.0
1999	50.0
2000	50.0
2001	50.0
2002	50.0
2003	50.0
2004	50.0
2005	50.0
2006	50.0
2007	50.0
2008	50.0
2009	50.0
2010	50.0
2011	50.0
2012	50.0
2013	50.0
2014	50.0
2015	50.0
2016	50.0
2017	50.0
2018	50.0
2019	50.0
2020	50.0
2021	50.0
2022	50.0
2023	50.0
2024	50.0
2025	50.0
2026	50.0
2027	50.0
2028	50.0
2029	50.0
2030	50.0
2031	50.0
2032	50.0
2033	50.0
2034	50.0
2035	50.0
2036	50.0
2037	50.0
2038	50.0
2039	50.0
2040	50.0
2041	50.0
2042	50.0
2043	50.0
2044	50.0
2045	50.0
2046	50.0
2047	50.0
2048	50.0
2049	50.0
2050	50.0
2051	50.0
2052	50.0
2053	50.0
2054	50.0
2055	50.0
2056	50.0
2057	50.0
2058	50.0
2059	50.0
2060	50.0
2061	50.0
2062	50.0
2063	50.0
2064	50.0
2065	50.0
2066	50.0
2067	50.0
2068	50.0
2069	50.0
2070	50.0
2071	50.0
2072	50.0
2073	50.0
2074	50.0
2075	50.0
2076	50.0
2077	50.0
2078	50.0
2079	50.0
2080	50.0
2081	50.0
2082	50.0
2083	50.0
2084	50.0
2085	50.0
2086	50.0
2087	50.0
2088	50.0
2089	50.0
2090	50.0
2091	50.0
2092	50.0
2093	50.0
2094	50.0
2095	50.0
2096	50.0
2097	50.0
2098	50.0
2099	50.0
2100	50.0
2101	50.0
2102	50.0
2103	50.0
2104	50.0
2105	50.0
2106	50.0
2107	50.0
2108	50.0
2109	50.0
2110	50.0
2111	50.0
2112	50.0
2113	50.0
2114	50.0
2115	50.0
2116	50.0
2117	50.0
2118	50.0
2119	50.0
2120	50.0
2121	50.0
2122	50.0
2123	50.0
2124	50.0
2125	50.0
2126	50.0
2127	50.0
2128	50.0
2129	50.0
2130	50.0
2131	50.0
2132	50.0
2133	50.0
2134	50.0
2135	50.0
2136	50.0
2137	50.0
2138	50.0
2139	50.0
2140	50.0
2141	50.0
