0	53.3
1	53.3
2	53.3
3	53.3
4	53.3
5	53.3
6	53.3
7	53.3
8	53.3
9	53.3
10	53.3
11	53.3
12	53.3
13	53.3
14	53.3
15	53.3
16	53.3
17	53.3
18	53.3
19	53.3
20	53.3
21	53.3
22	53.3
23	53.3
24	53.3
25	53.3
26	53.3
27	53.3
28	53.3
29	53.3
30	53.3
31	53.3
32	53.3
33	53.3
34	53.3
35	53.3
36	53.3
37	53.3
38	53.3
39	53.3
40	53.3
41	53.3
42	53.3
43	53.3
44	53.3
45	53.3
46	53.3
47	53.3
48	53.3
49	53.3
50	53.3
51	53.3
52	53.3
53	53.3
54	53.3
55	53.3
56	53.3
57	53.3
58	53.3
59	53.3
60	53.3
61	53.3
62	53.3
63	53.3
64	53.3
65	53.3
66	53.3
67	53.3
68	53.3
69	53.3
70	53.3
71	53.3
72	53.3
73	53.3
74	53.3
75	53.3
76	53.3
77	53.3
78	53.3
79	53.3
80	53.3
81	53.3
82	53.3
83	53.3
84	53.3
85	53.3
86	53.3
87	53.3
88	53.3
89	53.3
90	53.3
91	53.3
92	53.3
93	53.3
94	53.3
95	53.3
96	53.3
97	53.3
98	53.3
99	53.3
100	53.3
101	53.3
102	53.3
103	53.3
104	53.3
105	53.3
106	53.3
107	53.3
108	53.3
109	53.3
110	53.3
111	53.3
112	53.3
113	53.3
114	53.3
115	53.3
116	53.3
117	53.3
118	53.3
119	53.3
120	53.3
121	53.3
122	53.3
123	53.3
124	53.3
125	53.3
126	53.3
127	53.3
128	53.3
129	53.3
130	53.3
131	53.3
132	53.3
133	53.3
134	53.3
135	53.3
136	53.3
137	53.3
138	53.3
139	53.3
140	53.3
141	53.3
142	53.3
143	53.3
144	53.3
145	53.3
146	53.3
147	53.3
148	53.3
149	53.3
150	53.3
151	53.3
152	53.3
153	53.3
154	53.3
155	53.3
156	53.3
157	53.3
158	53.3
159	53.3
160	53.3
161	53.3
162	53.3
163	53.3
164	53.3
165	53.3
166	53.3
167	53.3
168	53.3
169	53.3
170	53.3
171	53.3
172	53.3
173	53.3
174	53.3
175	53.3
176	53.3
177	53.3
178	53.3
179	53.3
180	53.3
181	53.3
182	53.3
183	53.3
184	53.3
185	53.3
186	53.3
187	53.3
188	53.3
189	53.3
190	53.3
191	53.3
192	53.3
193	53.3
194	53.3
195	53.3
196	53.3
197	53.3
198	53.3
199	53.3
200	53.3
201	53.3
202	53.3
203	53.3
204	53.3
205	53.3
206	53.3
207	53.3
208	53.3
209	53.3
210	53.3
211	53.3
212	53.3
213	53.3
214	53.3
215	53.3
216	53.3
217	53.3
218	53.3
219	53.3
220	53.3
221	53.3
222	53.3
223	53.3
224	53.3
225	53.3
226	53.3
227	53.3
228	53.3
229	53.3
230	53.3
231	53.3
232	53.3
233	53.3
234	53.3
235	53.3
236	53.3
237	53.3
238	53.3
239	53.3
240	53.3
241	53.3
242	53.3
243	53.3
244	53.3
245	53.3
246	53.3
247	53.3
248	53.3
249	53.3
250	53.3
